location,date,vaccine
Canada,2023-08-11,Oxford/AstraZeneca
Canada,2023-08-11,Pfizer/BioNTech
Canada,2023-08-12,Johnson&Johnson
Canada,2023-08-12,Medicago
Canada,2023-08-12,Moderna
Canada,2023-08-12,Novavax
Canada,2023-08-12,Oxford/AstraZeneca
Canada,2023-08-12,Pfizer/BioNTech
Canada,2023-08-13,Johnson&Johnson
Canada,2023-08-13,Medicago
Canada,2023-08-13,Moderna
Canada,2023-08-13,Novavax
Canada,2023-08-13,Oxford/AstraZeneca
Canada,2023-08-13,Pfizer/BioNTech
Canada,2023-08-14,Johnson&Johnson
Canada,2023-08-14,Medicago
Canada,2023-08-14,Moderna
Canada,2023-08-14,Novavax
Canada,2023-08-14,Oxford/AstraZeneca
Canada,2023-08-14,Pfizer/BioNTech
Canada,2023-08-15,Johnson&Johnson
Canada,2023-08-15,Medicago
Canada,2023-08-15,Moderna
Canada,2023-08-15,Novavax
Canada,2023-08-15,Oxford/AstraZeneca
Canada,2023-08-15,Pfizer/BioNTech
Canada,2023-08-16,Johnson&Johnson
Canada,2023-08-16,Medicago
Canada,2023-08-16,Moderna
Canada,2023-08-16,Novavax
Canada,2023-08-16,Oxford/AstraZeneca
Canada,2023-08-16,Pfizer/BioNTech
Canada,2023-08-17,Johnson&Johnson
Canada,2023-08-17,Medicago
Canada,2023-08-17,Moderna
Canada,2023-08-17,Novavax
Canada,2023-08-17,Oxford/AstraZeneca
Canada,2023-08-17,Pfizer/BioNTech
Canada,2023-08-18,Johnson&Johnson
Canada,2023-08-18,Medicago
Canada,2023-08-18,Moderna
Canada,2023-08-18,Novavax
Canada,2023-08-18,Oxford/AstraZeneca
Canada,2023-08-18,Pfizer/BioNTech
Canada,2023-08-19,Johnson&Johnson
Canada,2023-08-19,Medicago
Canada,2023-08-19,Moderna
Canada,2023-08-19,Novavax
Canada,2023-08-19,Oxford/AstraZeneca
Canada,2023-08-19,Pfizer/BioNTech
Canada,2023-08-20,Johnson&Johnson
Canada,2023-08-20,Medicago
Canada,2023-08-20,Moderna
Canada,2023-08-20,Novavax
Canada,2023-08-20,Oxford/AstraZeneca
Canada,2023-08-20,Pfizer/BioNTech
Canada,2023-08-21,Johnson&Johnson
Canada,2023-08-21,Medicago
Canada,2023-08-21,Moderna
Canada,2023-08-21,Novavax
Canada,2023-08-21,Oxford/AstraZeneca
Canada,2023-08-21,Pfizer/BioNTech
Canada,2023-08-22,Johnson&Johnson
Canada,2023-08-22,Medicago
Canada,2023-08-22,Moderna
Canada,2023-08-22,Novavax
Canada,2023-08-22,Oxford/AstraZeneca
Canada,2023-08-22,Pfizer/BioNTech
Canada,2023-08-23,Johnson&Johnson
Canada,2023-08-23,Medicago
Canada,2023-08-23,Moderna
Canada,2023-08-23,Novavax
Canada,2023-08-23,Oxford/AstraZeneca
Canada,2023-08-23,Pfizer/BioNTech
Canada,2023-08-24,Johnson&Johnson
Canada,2023-08-24,Medicago
Canada,2023-08-24,Moderna
Canada,2023-08-24,Novavax
Canada,2023-08-24,Oxford/AstraZeneca
Canada,2023-08-24,Pfizer/BioNTech
Canada,2023-08-25,Johnson&Johnson
Canada,2023-08-25,Medicago
Canada,2023-08-25,Moderna
Canada,2023-08-25,Novavax
Canada,2023-08-25,Oxford/AstraZeneca
Canada,2023-08-25,Pfizer/BioNTech
Canada,2023-08-26,Johnson&Johnson
Canada,2023-08-26,Medicago
Canada,2023-08-26,Moderna
Canada,2023-08-26,Novavax
Canada,2023-08-26,Oxford/AstraZeneca
Canada,2023-08-26,Pfizer/BioNTech
Canada,2023-08-27,Johnson&Johnson
Canada,2023-08-27,Medicago
Canada,2023-08-27,Moderna
Canada,2023-08-27,Novavax
Canada,2023-08-27,Oxford/AstraZeneca
Canada,2023-08-27,Pfizer/BioNTech
Canada,2023-08-28,Johnson&Johnson
Canada,2023-08-28,Medicago
Canada,2023-08-28,Moderna
Canada,2023-08-28,Novavax
Canada,2023-08-28,Oxford/AstraZeneca
Canada,2023-08-28,Pfizer/BioNTech
Canada,2023-08-29,Johnson&Johnson
Canada,2023-08-29,Medicago
Canada,2023-08-29,Moderna
Canada,2023-08-29,Novavax
Canada,2023-08-29,Oxford/AstraZeneca
Canada,2023-08-29,Pfizer/BioNTech
Canada,2023-08-30,Johnson&Johnson
Canada,2023-08-30,Medicago
Canada,2023-08-30,Moderna
Canada,2023-08-30,Novavax
Canada,2023-08-30,Oxford/AstraZeneca
Canada,2023-08-30,Pfizer/BioNTech
Canada,2023-08-31,Johnson&Johnson
Canada,2023-08-31,Medicago
Canada,2023-08-31,Moderna
Canada,2023-08-31,Novavax
Canada,2023-08-31,Oxford/AstraZeneca
Canada,2023-08-31,Pfizer/BioNTech
Canada,2023-09-01,Johnson&Johnson
Canada,2023-09-01,Medicago
Canada,2023-09-01,Moderna
Canada,2023-09-01,Novavax
Canada,2023-09-01,Oxford/AstraZeneca
Canada,2023-09-01,Pfizer/BioNTech
Canada,2023-09-02,Johnson&Johnson
Canada,2023-09-02,Medicago
Canada,2023-09-02,Moderna
Canada,2023-09-02,Novavax
Canada,2023-09-02,Oxford/AstraZeneca
Canada,2023-09-02,Pfizer/BioNTech
Canada,2023-09-03,Johnson&Johnson
Canada,2023-09-03,Medicago
Canada,2023-09-03,Moderna
Canada,2023-09-03,Novavax
Canada,2023-09-03,Oxford/AstraZeneca
Canada,2023-09-03,Pfizer/BioNTech
Canada,2023-09-04,Johnson&Johnson
Canada,2023-09-04,Medicago
Canada,2023-09-04,Moderna
Canada,2023-09-04,Novavax
Canada,2023-09-04,Oxford/AstraZeneca
Canada,2023-09-04,Pfizer/BioNTech
Canada,2023-09-05,Johnson&Johnson
Canada,2023-09-05,Medicago
Canada,2023-09-05,Moderna
Canada,2023-09-05,Novavax
Canada,2023-09-05,Oxford/AstraZeneca
Canada,2023-09-05,Pfizer/BioNTech
Canada,2023-09-06,Johnson&Johnson
Canada,2023-09-06,Medicago
Canada,2023-09-06,Moderna
Canada,2023-09-06,Novavax
Canada,2023-09-06,Oxford/AstraZeneca
Canada,2023-09-06,Pfizer/BioNTech
Canada,2023-09-07,Johnson&Johnson
Canada,2023-09-07,Medicago
Canada,2023-09-07,Moderna
Canada,2023-09-07,Novavax
Canada,2023-09-07,Oxford/AstraZeneca
Canada,2023-09-07,Pfizer/BioNTech
Canada,2023-09-08,Johnson&Johnson
Canada,2023-09-08,Medicago
Canada,2023-09-08,Moderna
Canada,2023-09-08,Novavax
Canada,2023-09-08,Oxford/AstraZeneca
Canada,2023-09-08,Pfizer/BioNTech
Canada,2023-09-09,Johnson&Johnson
Canada,2023-09-09,Medicago
Canada,2023-09-09,Moderna
Canada,2023-09-09,Novavax
Canada,2023-09-09,Oxford/AstraZeneca
Canada,2023-09-09,Pfizer/BioNTech
Canada,2023-09-10,Johnson&Johnson
Canada,2023-09-10,Medicago
Canada,2023-09-10,Moderna
Canada,2023-09-10,Novavax
Canada,2023-09-10,Oxford/AstraZeneca
Canada,2023-09-10,Pfizer/BioNTech
Canada,2023-09-11,Johnson&Johnson
Canada,2023-09-11,Medicago
Canada,2023-09-11,Moderna
Canada,2023-09-11,Novavax
Canada,2023-09-11,Oxford/AstraZeneca
Canada,2023-09-11,Pfizer/BioNTech
Canada,2023-09-12,Johnson&Johnson
Canada,2023-09-12,Medicago
Canada,2023-09-12,Moderna
Canada,2023-09-12,Novavax
Canada,2023-09-12,Oxford/AstraZeneca
Canada,2023-09-12,Pfizer/BioNTech
Canada,2023-09-13,Johnson&Johnson
Canada,2023-09-13,Medicago
Canada,2023-09-13,Moderna
Canada,2023-09-13,Novavax
Canada,2023-09-13,Oxford/AstraZeneca
Canada,2023-09-13,Pfizer/BioNTech
Canada,2023-09-14,Johnson&Johnson
Canada,2023-09-14,Medicago
Canada,2023-09-14,Moderna
Canada,2023-09-14,Novavax
Canada,2023-09-14,Oxford/AstraZeneca
Canada,2023-09-14,Pfizer/BioNTech
Canada,2023-09-15,Johnson&Johnson
Canada,2023-09-15,Medicago
Canada,2023-09-15,Moderna
Canada,2023-09-15,Novavax
Canada,2023-09-15,Oxford/AstraZeneca
Canada,2023-09-15,Pfizer/BioNTech
Canada,2023-09-16,Johnson&Johnson
Canada,2023-09-16,Medicago
Canada,2023-09-16,Moderna
Canada,2023-09-16,Novavax
Canada,2023-09-16,Oxford/AstraZeneca
Canada,2023-09-16,Pfizer/BioNTech
Canada,2023-09-17,Johnson&Johnson
Canada,2023-09-17,Medicago
Canada,2023-09-17,Moderna
Canada,2023-09-17,Novavax
Canada,2023-09-17,Oxford/AstraZeneca
Canada,2023-09-17,Pfizer/BioNTech
Canada,2023-09-18,Johnson&Johnson
Canada,2023-09-18,Medicago
Canada,2023-09-18,Moderna
Canada,2023-09-18,Novavax
Canada,2023-09-18,Oxford/AstraZeneca
Canada,2023-09-18,Pfizer/BioNTech
Canada,2023-09-19,Johnson&Johnson
Canada,2023-09-19,Medicago
Canada,2023-09-19,Moderna
Canada,2023-09-19,Novavax
Canada,2023-09-19,Oxford/AstraZeneca
Canada,2023-09-19,Pfizer/BioNTech
Canada,2023-09-20,Johnson&Johnson
Canada,2023-09-20,Medicago
Canada,2023-09-20,Moderna
Canada,2023-09-20,Novavax
Canada,2023-09-20,Oxford/AstraZeneca
Canada,2023-09-20,Pfizer/BioNTech
Canada,2023-09-21,Johnson&Johnson
Canada,2023-09-21,Medicago
Canada,2023-09-21,Moderna
Canada,2023-09-21,Novavax
Canada,2023-09-21,Oxford/AstraZeneca
Canada,2023-09-21,Pfizer/BioNTech
Canada,2023-09-22,Johnson&Johnson
Canada,2023-09-22,Medicago
Canada,2023-09-22,Moderna
Canada,2023-09-22,Novavax
Canada,2023-09-22,Oxford/AstraZeneca
Canada,2023-09-22,Pfizer/BioNTech
Canada,2023-09-23,Johnson&Johnson
Canada,2023-09-23,Medicago
Canada,2023-09-23,Moderna
Canada,2023-09-23,Novavax
Canada,2023-09-23,Oxford/AstraZeneca
Canada,2023-09-23,Pfizer/BioNTech
Canada,2023-09-24,Johnson&Johnson
Canada,2023-09-24,Medicago
Canada,2023-09-24,Moderna
Canada,2023-09-24,Novavax
Canada,2023-09-24,Oxford/AstraZeneca
Canada,2023-09-24,Pfizer/BioNTech
Canada,2023-09-25,Johnson&Johnson
Canada,2023-09-25,Medicago
Canada,2023-09-25,Moderna
Canada,2023-09-25,Novavax
Canada,2023-09-25,Oxford/AstraZeneca
Canada,2023-09-25,Pfizer/BioNTech
Canada,2023-09-26,Johnson&Johnson
Canada,2023-09-26,Medicago
Canada,2023-09-26,Moderna
Canada,2023-09-26,Novavax
Canada,2023-09-26,Oxford/AstraZeneca
Canada,2023-09-26,Pfizer/BioNTech
Canada,2023-09-27,Johnson&Johnson
Canada,2023-09-27,Medicago
Canada,2023-09-27,Moderna
Canada,2023-09-27,Novavax
Canada,2023-09-27,Oxford/AstraZeneca
Canada,2023-09-27,Pfizer/BioNTech
Canada,2023-09-28,Johnson&Johnson
Canada,2023-09-28,Medicago
Canada,2023-09-28,Moderna
Canada,2023-09-28,Novavax
Canada,2023-09-28,Oxford/AstraZeneca
Canada,2023-09-28,Pfizer/BioNTech
Canada,2023-09-29,Johnson&Johnson
Canada,2023-09-29,Medicago
Canada,2023-09-29,Moderna
Canada,2023-09-29,Novavax
Canada,2023-09-29,Oxford/AstraZeneca
Canada,2023-09-29,Pfizer/BioNTech
Canada,2023-09-30,Johnson&Johnson
Canada,2023-09-30,Medicago
Canada,2023-09-30,Moderna
Canada,2023-09-30,Novavax
Canada,2023-09-30,Oxford/AstraZeneca
Canada,2023-09-30,Pfizer/BioNTech
Canada,2023-10-01,Johnson&Johnson
Canada,2023-10-01,Medicago
Canada,2023-10-01,Moderna
Canada,2023-10-01,Novavax
Canada,2023-10-01,Oxford/AstraZeneca
Canada,2023-10-01,Pfizer/BioNTech
Canada,2023-10-02,Johnson&Johnson
Canada,2023-10-02,Medicago
Canada,2023-10-02,Moderna
Canada,2023-10-02,Novavax
Canada,2023-10-02,Oxford/AstraZeneca
Canada,2023-10-02,Pfizer/BioNTech
Canada,2023-10-03,Johnson&Johnson
Canada,2023-10-03,Medicago
Canada,2023-10-03,Moderna
Canada,2023-10-03,Novavax
Canada,2023-10-03,Oxford/AstraZeneca
Canada,2023-10-03,Pfizer/BioNTech
Canada,2023-10-04,Johnson&Johnson
Canada,2023-10-04,Medicago
Canada,2023-10-04,Moderna
Canada,2023-10-04,Novavax
Canada,2023-10-04,Oxford/AstraZeneca
Canada,2023-10-04,Pfizer/BioNTech
Canada,2023-10-05,Johnson&Johnson
Canada,2023-10-05,Medicago
Canada,2023-10-05,Moderna
Canada,2023-10-05,Novavax
Canada,2023-10-05,Oxford/AstraZeneca
Canada,2023-10-05,Pfizer/BioNTech
Canada,2023-10-06,Johnson&Johnson
Canada,2023-10-06,Medicago
Canada,2023-10-06,Moderna
Canada,2023-10-06,Novavax
Canada,2023-10-06,Oxford/AstraZeneca
Canada,2023-10-06,Pfizer/BioNTech
Canada,2023-10-07,Johnson&Johnson
Canada,2023-10-07,Medicago
Canada,2023-10-07,Moderna
Canada,2023-10-07,Novavax
Canada,2023-10-07,Oxford/AstraZeneca
Canada,2023-10-07,Pfizer/BioNTech
Canada,2023-10-08,Johnson&Johnson
Canada,2023-10-08,Medicago
Canada,2023-10-08,Moderna
Canada,2023-10-08,Novavax
Canada,2023-10-08,Oxford/AstraZeneca
Canada,2023-10-08,Pfizer/BioNTech
Canada,2023-10-09,Johnson&Johnson
Canada,2023-10-09,Medicago
Canada,2023-10-09,Moderna
Canada,2023-10-09,Novavax
Canada,2023-10-09,Oxford/AstraZeneca
Canada,2023-10-09,Pfizer/BioNTech
Canada,2023-10-10,Johnson&Johnson
Canada,2023-10-10,Medicago
Canada,2023-10-10,Moderna
Canada,2023-10-10,Novavax
Canada,2023-10-10,Oxford/AstraZeneca
Canada,2023-10-10,Pfizer/BioNTech
Canada,2023-10-11,Johnson&Johnson
Canada,2023-10-11,Medicago
Canada,2023-10-11,Moderna
Canada,2023-10-11,Novavax
Canada,2023-10-11,Oxford/AstraZeneca
Canada,2023-10-11,Pfizer/BioNTech
Canada,2023-10-13,Johnson&Johnson
Canada,2023-10-13,Medicago
Canada,2023-10-13,Moderna
Canada,2023-10-13,Novavax
Canada,2023-10-13,Oxford/AstraZeneca
Canada,2023-10-13,Pfizer/BioNTech
Canada,2023-10-14,Johnson&Johnson
Canada,2023-10-14,Medicago
Canada,2023-10-14,Moderna
Canada,2023-10-14,Novavax
Canada,2023-10-14,Oxford/AstraZeneca
Canada,2023-10-14,Pfizer/BioNTech
Canada,2023-10-15,Johnson&Johnson
Canada,2023-10-15,Medicago
Canada,2023-10-15,Moderna
Canada,2023-10-15,Novavax
Canada,2023-10-15,Oxford/AstraZeneca
Canada,2023-10-15,Pfizer/BioNTech
Canada,2023-10-16,Johnson&Johnson
Canada,2023-10-16,Medicago
Canada,2023-10-16,Moderna
Canada,2023-10-16,Novavax
Canada,2023-10-16,Oxford/AstraZeneca
Canada,2023-10-16,Pfizer/BioNTech
Canada,2023-10-17,Johnson&Johnson
Canada,2023-10-17,Medicago
Canada,2023-10-17,Moderna
Canada,2023-10-17,Novavax
Canada,2023-10-17,Oxford/AstraZeneca
Canada,2023-10-17,Pfizer/BioNTech
Canada,2023-10-18,Johnson&Johnson
Canada,2023-10-18,Medicago
Canada,2023-10-18,Moderna
Canada,2023-10-18,Novavax
Canada,2023-10-18,Oxford/AstraZeneca
Canada,2023-10-18,Pfizer/BioNTech
Canada,2023-10-19,Johnson&Johnson
Canada,2023-10-19,Medicago
Canada,2023-10-19,Moderna
Canada,2023-10-19,Novavax
Canada,2023-10-19,Oxford/AstraZeneca
Canada,2023-10-19,Pfizer/BioNTech
Canada,2023-10-20,Johnson&Johnson
Canada,2023-10-20,Medicago
Canada,2023-10-20,Moderna
Canada,2023-10-20,Novavax
Canada,2023-10-20,Oxford/AstraZeneca
Canada,2023-10-20,Pfizer/BioNTech
Canada,2023-10-21,Johnson&Johnson
Canada,2023-10-21,Medicago
Canada,2023-10-21,Moderna
Canada,2023-10-21,Novavax
Canada,2023-10-21,Oxford/AstraZeneca
Canada,2023-10-21,Pfizer/BioNTech
Canada,2023-10-22,Johnson&Johnson
Canada,2023-10-22,Medicago
Canada,2023-10-22,Moderna
Canada,2023-10-22,Novavax
Canada,2023-10-22,Oxford/AstraZeneca
Canada,2023-10-22,Pfizer/BioNTech
Canada,2023-10-23,Johnson&Johnson
Canada,2023-10-23,Medicago
Canada,2023-10-23,Moderna
Canada,2023-10-23,Novavax
Canada,2023-10-23,Oxford/AstraZeneca
Canada,2023-10-23,Pfizer/BioNTech
Canada,2023-10-24,Johnson&Johnson
Canada,2023-10-24,Medicago
Canada,2023-10-24,Moderna
Canada,2023-10-24,Novavax
Canada,2023-10-24,Oxford/AstraZeneca
Canada,2023-10-24,Pfizer/BioNTech
Canada,2023-10-25,Johnson&Johnson
Canada,2023-10-25,Medicago
Canada,2023-10-25,Moderna
Canada,2023-10-25,Novavax
Canada,2023-10-25,Oxford/AstraZeneca
Canada,2023-10-25,Pfizer/BioNTech
Canada,2023-10-26,Johnson&Johnson
Canada,2023-10-26,Medicago
Canada,2023-10-26,Moderna
Canada,2023-10-26,Novavax
Canada,2023-10-26,Oxford/AstraZeneca
Canada,2023-10-26,Pfizer/BioNTech
Canada,2023-10-27,Johnson&Johnson
Canada,2023-10-27,Medicago
Canada,2023-10-27,Moderna
Canada,2023-10-27,Novavax
Canada,2023-10-27,Oxford/AstraZeneca
Canada,2023-10-27,Pfizer/BioNTech
Canada,2023-10-28,Johnson&Johnson
Canada,2023-10-28,Medicago
Canada,2023-10-28,Moderna
Canada,2023-10-28,Novavax
Canada,2023-10-28,Oxford/AstraZeneca
Canada,2023-10-28,Pfizer/BioNTech
Canada,2023-10-29,Johnson&Johnson
Canada,2023-10-29,Medicago
Canada,2023-10-29,Moderna
Canada,2023-10-29,Novavax
Canada,2023-10-29,Oxford/AstraZeneca
Canada,2023-10-29,Pfizer/BioNTech
Canada,2023-10-30,Johnson&Johnson
Canada,2023-10-30,Medicago
Canada,2023-10-30,Moderna
Canada,2023-10-30,Novavax
Canada,2023-10-30,Oxford/AstraZeneca
Canada,2023-10-30,Pfizer/BioNTech
Canada,2023-10-31,Johnson&Johnson
Canada,2023-10-31,Medicago
Canada,2023-10-31,Moderna
Canada,2023-10-31,Novavax
Canada,2023-10-31,Oxford/AstraZeneca
Canada,2023-10-31,Pfizer/BioNTech
Canada,2023-11-01,Johnson&Johnson
Canada,2023-11-01,Medicago
Canada,2023-11-01,Moderna
Canada,2023-11-01,Novavax
Canada,2023-11-01,Oxford/AstraZeneca
Canada,2023-11-01,Pfizer/BioNTech
Canada,2023-11-02,Johnson&Johnson
Canada,2023-11-02,Medicago
Canada,2023-11-02,Moderna
Canada,2023-11-02,Novavax
Canada,2023-11-02,Oxford/AstraZeneca
Canada,2023-11-02,Pfizer/BioNTech
Canada,2023-11-03,Johnson&Johnson
Canada,2023-11-03,Medicago
Canada,2023-11-03,Moderna
Canada,2023-11-03,Novavax
Canada,2023-11-03,Oxford/AstraZeneca
Canada,2023-11-03,Pfizer/BioNTech
Canada,2023-11-04,Johnson&Johnson
Canada,2023-11-04,Medicago
Canada,2023-11-04,Moderna
Canada,2023-11-04,Novavax
Canada,2023-11-04,Oxford/AstraZeneca
Canada,2023-11-04,Pfizer/BioNTech
Canada,2023-11-05,Johnson&Johnson
Canada,2023-11-05,Medicago
Canada,2023-11-05,Moderna
Canada,2023-11-05,Novavax
Canada,2023-11-05,Oxford/AstraZeneca
Canada,2023-11-05,Pfizer/BioNTech
Canada,2023-11-06,Johnson&Johnson
Canada,2023-11-06,Medicago
Canada,2023-11-06,Moderna
Canada,2023-11-06,Novavax
Canada,2023-11-06,Oxford/AstraZeneca
Canada,2023-11-06,Pfizer/BioNTech
Canada,2023-11-07,Johnson&Johnson
Canada,2023-11-07,Medicago
Canada,2023-11-07,Moderna
Canada,2023-11-07,Novavax
Canada,2023-11-07,Oxford/AstraZeneca
Canada,2023-11-07,Pfizer/BioNTech
Canada,2023-11-08,Johnson&Johnson
Canada,2023-11-08,Medicago
Canada,2023-11-08,Moderna
Canada,2023-11-08,Novavax
Canada,2023-11-08,Oxford/AstraZeneca
Canada,2023-11-08,Pfizer/BioNTech
Canada,2023-11-09,Johnson&Johnson
Canada,2023-11-09,Medicago
Canada,2023-11-09,Moderna
Canada,2023-11-09,Novavax
Canada,2023-11-09,Oxford/AstraZeneca
Canada,2023-11-09,Pfizer/BioNTech
Canada,2023-11-10,Johnson&Johnson
Canada,2023-11-10,Medicago
Canada,2023-11-10,Moderna
Canada,2023-11-10,Novavax
Canada,2023-11-10,Oxford/AstraZeneca
Canada,2023-11-10,Pfizer/BioNTech
Canada,2023-11-11,Johnson&Johnson
Canada,2023-11-11,Medicago
Canada,2023-11-11,Moderna
Canada,2023-11-11,Novavax
Canada,2023-11-11,Oxford/AstraZeneca
Canada,2023-11-11,Pfizer/BioNTech
Canada,2023-11-12,Johnson&Johnson
Canada,2023-11-12,Medicago
Canada,2023-11-12,Moderna
Canada,2023-11-12,Novavax
Canada,2023-11-12,Oxford/AstraZeneca
Canada,2023-11-12,Pfizer/BioNTech
Canada,2023-11-13,Johnson&Johnson
Canada,2023-11-13,Medicago
Canada,2023-11-13,Moderna
Canada,2023-11-13,Novavax
Canada,2023-11-13,Oxford/AstraZeneca
Canada,2023-11-13,Pfizer/BioNTech
Canada,2023-11-14,Johnson&Johnson
Canada,2023-11-14,Medicago
Canada,2023-11-14,Moderna
Canada,2023-11-14,Novavax
Canada,2023-11-14,Oxford/AstraZeneca
Canada,2023-11-14,Pfizer/BioNTech
Canada,2023-11-15,Johnson&Johnson
Canada,2023-11-15,Medicago
Canada,2023-11-15,Moderna
Canada,2023-11-15,Novavax
Canada,2023-11-15,Oxford/AstraZeneca
Canada,2023-11-15,Pfizer/BioNTech
Canada,2023-11-16,Johnson&Johnson
Canada,2023-11-16,Medicago
Canada,2023-11-16,Moderna
Canada,2023-11-16,Novavax
Canada,2023-11-16,Oxford/AstraZeneca
Canada,2023-11-16,Pfizer/BioNTech
Canada,2023-11-17,Johnson&Johnson
Canada,2023-11-17,Medicago
Canada,2023-11-17,Moderna
Canada,2023-11-17,Novavax
Canada,2023-11-17,Oxford/AstraZeneca
Canada,2023-11-17,Pfizer/BioNTech
Canada,2023-11-18,Johnson&Johnson
Canada,2023-11-18,Medicago
Canada,2023-11-18,Moderna
Canada,2023-11-18,Novavax
Canada,2023-11-18,Oxford/AstraZeneca
Canada,2023-11-18,Pfizer/BioNTech
Canada,2023-11-19,Johnson&Johnson
Canada,2023-11-19,Medicago
Canada,2023-11-19,Moderna
Canada,2023-11-19,Novavax
Canada,2023-11-19,Oxford/AstraZeneca
Canada,2023-11-19,Pfizer/BioNTech
Canada,2023-11-20,Johnson&Johnson
Canada,2023-11-20,Medicago
Canada,2023-11-20,Moderna
Canada,2023-11-20,Novavax
Canada,2023-11-20,Oxford/AstraZeneca
Canada,2023-11-20,Pfizer/BioNTech
Canada,2023-11-21,Johnson&Johnson
Canada,2023-11-21,Medicago
Canada,2023-11-21,Moderna
Canada,2023-11-21,Novavax
Canada,2023-11-21,Oxford/AstraZeneca
Canada,2023-11-21,Pfizer/BioNTech
Canada,2023-11-22,Johnson&Johnson
Canada,2023-11-22,Medicago
Canada,2023-11-22,Moderna
Canada,2023-11-22,Novavax
Canada,2023-11-22,Oxford/AstraZeneca
Canada,2023-11-22,Pfizer/BioNTech
Canada,2023-11-23,Johnson&Johnson
Canada,2023-11-23,Medicago
Canada,2023-11-23,Moderna
Canada,2023-11-23,Novavax
Canada,2023-11-23,Oxford/AstraZeneca
Canada,2023-11-23,Pfizer/BioNTech
Canada,2023-11-24,Johnson&Johnson
Canada,2023-11-24,Medicago
Canada,2023-11-24,Moderna
Canada,2023-11-24,Novavax
Canada,2023-11-24,Oxford/AstraZeneca
Canada,2023-11-24,Pfizer/BioNTech
Canada,2023-11-25,Johnson&Johnson
Canada,2023-11-25,Medicago
Canada,2023-11-25,Moderna
Canada,2023-11-25,Novavax
Canada,2023-11-25,Oxford/AstraZeneca
Canada,2023-11-25,Pfizer/BioNTech
Canada,2023-11-26,Johnson&Johnson
Canada,2023-11-26,Medicago
Canada,2023-11-26,Moderna
Canada,2023-11-26,Novavax
Canada,2023-11-26,Oxford/AstraZeneca
Canada,2023-11-26,Pfizer/BioNTech
Canada,2023-11-27,Johnson&Johnson
Canada,2023-11-27,Medicago
Canada,2023-11-27,Moderna
Canada,2023-11-27,Novavax
Canada,2023-11-27,Oxford/AstraZeneca
Canada,2023-11-27,Pfizer/BioNTech
Canada,2023-11-28,Johnson&Johnson
Canada,2023-11-28,Medicago
Canada,2023-11-28,Moderna
Canada,2023-11-28,Novavax
Canada,2023-11-28,Oxford/AstraZeneca
Canada,2023-11-28,Pfizer/BioNTech
Canada,2023-11-29,Johnson&Johnson
Canada,2023-11-29,Medicago
Canada,2023-11-29,Moderna
Canada,2023-11-29,Novavax
Canada,2023-11-29,Oxford/AstraZeneca
Canada,2023-11-29,Pfizer/BioNTech
Canada,2023-11-30,Johnson&Johnson
Canada,2023-11-30,Medicago
Canada,2023-11-30,Moderna
Canada,2023-11-30,Novavax
Canada,2023-11-30,Oxford/AstraZeneca
Canada,2023-11-30,Pfizer/BioNTech
Canada,2023-12-01,Johnson&Johnson
Canada,2023-12-01,Medicago
Canada,2023-12-01,Moderna
Canada,2023-12-01,Novavax
Canada,2023-12-01,Oxford/AstraZeneca
Canada,2023-12-01,Pfizer/BioNTech
Canada,2023-12-02,Johnson&Johnson
Canada,2023-12-02,Medicago
Canada,2023-12-02,Moderna
Canada,2023-12-02,Novavax
Canada,2023-12-02,Oxford/AstraZeneca
Canada,2023-12-02,Pfizer/BioNTech
Canada,2023-12-03,Johnson&Johnson
Canada,2023-12-03,Medicago
Canada,2023-12-03,Moderna
Canada,2023-12-03,Novavax
Canada,2023-12-03,Oxford/AstraZeneca
Canada,2023-12-03,Pfizer/BioNTech
Canada,2023-12-04,Johnson&Johnson
Canada,2023-12-04,Medicago
Canada,2023-12-04,Moderna
Canada,2023-12-04,Novavax
Canada,2023-12-04,Oxford/AstraZeneca
Canada,2023-12-04,Pfizer/BioNTech
Canada,2023-12-05,Johnson&Johnson
Canada,2023-12-05,Medicago
Canada,2023-12-05,Moderna
Canada,2023-12-05,Novavax
Canada,2023-12-05,Oxford/AstraZeneca
Canada,2023-12-05,Pfizer/BioNTech
Canada,2023-12-06,Johnson&Johnson
Canada,2023-12-06,Medicago
Canada,2023-12-06,Moderna
Canada,2023-12-06,Novavax
Canada,2023-12-06,Oxford/AstraZeneca
Canada,2023-12-06,Pfizer/BioNTech
Canada,2023-12-07,Johnson&Johnson
Canada,2023-12-07,Medicago
Canada,2023-12-07,Moderna
Canada,2023-12-07,Novavax
Canada,2023-12-07,Oxford/AstraZeneca
Canada,2023-12-07,Pfizer/BioNTech
Canada,2023-12-08,Johnson&Johnson
Canada,2023-12-08,Medicago
Canada,2023-12-08,Moderna
Canada,2023-12-08,Novavax
Canada,2023-12-08,Oxford/AstraZeneca
Canada,2023-12-08,Pfizer/BioNTech
Canada,2023-12-09,Johnson&Johnson
Canada,2023-12-09,Medicago
Canada,2023-12-09,Moderna
Canada,2023-12-09,Novavax
Canada,2023-12-09,Oxford/AstraZeneca
Canada,2023-12-09,Pfizer/BioNTech
Canada,2023-12-10,Johnson&Johnson
Canada,2023-12-10,Medicago
Canada,2023-12-10,Moderna
Canada,2023-12-10,Novavax
Canada,2023-12-10,Oxford/AstraZeneca
Canada,2023-12-10,Pfizer/BioNTech
Canada,2023-12-11,Johnson&Johnson
